profile_id,canonical_name,canonical_key,catalog_class,catalog_reason,total_mentions,total_chunks,total_works,matched_chunk_count,matched_work_count,variant_count,collections,topic_families,variants,top_plant_parts,top_preparations,top_conditions,top_cautions,top_supporting_works,source_family_refs
seed-dock,Dock,dock,medicinal-herb,curated-high-confidence-seed-term,166,159,107,159,107,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;cultivation;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Dock;Docks,Root;Flower;Bark;Leaf;Seed,Ointment;Juice;Decoction;Powder;Tea,Wounds or ulcers;Cold or catarrh;Inflammation;Fever;Dysentery,Dose caution;Fatal-risk warning;Child-use caution;Toxicity watch;Allergy or sensitivity caution,wellcome-ujbsp48n;wellcome-gfchkr25;nlm-63560150R;wellcome-b6mx8n3x;nlm-64220910R,term-dock-a864ed013d#dock
seed-mullein,Mullein,mullein,medicinal-herb,manual-curator-promoted-specific-family,167,155,77,155,77,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing;pharmacopoeia,Mullein,Leaf;Root;Flower;Bark;Seed,Oil;Decoction;Tea;Ointment;Poultice,Cold or catarrh;Inflammation;Cough;Fever;Wounds or ulcers,Dose caution;Child-use caution;Allergy or sensitivity caution;Narcotic or sedative caution;Bleeding caution,nlm-63610340R;wellcome-yyu6fnvg;nlm-8004761;pg-19352;wellcome-x58me7h2,term-mullein-a1df7ca7a5#mullein
seed-apple,Apple,apple,medicinal-herb,curated-high-confidence-seed-term,149,149,113,149,113,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Apple,Fruit;Root;Berry;Leaf;Seed,Tea;Juice;Decoction;Oil;Poultice,Fever;Cold or catarrh;Vomiting or nausea;Asthma;Wounds or ulcers,Child-use caution;Dose caution;Narcotic or sedative caution;Toxicity watch;Bleeding caution,wellcome-yyu6fnvg;wellcome-x58me7h2;pg-19352;nlm-63610340R;nlm-63570990R,term-apple-3a7bd3e236#apple
seed-horehound,Horehound,horehound,medicinal-herb,manual-curator-promoted-specific-family,165,149,118,149,118,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;pharmacopoeia,Horehound,Leaf;Root;Seed;Flower;Tops,Syrup;Infusion;Oil;Juice;Tea,Cough;Cold or catarrh;Consumption;Fever;Wounds or ulcers,Dose caution;Narcotic or sedative caution;Toxicity watch;Child-use caution;Bleeding caution,wellcome-ujbsp48n;wellcome-fwzua59q;nlm-2751057R;wellcome-vcp6d7za;wellcome-f9769f9b,term-horehound-ee38282a0c#horehound
seed-bitter-orange,Bitter Orange,bitter orange,medicinal-herb,curated-high-confidence-seed-term,138,136,127,136,127,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;nursing;pharmacopoeia,Bitter Orange;Bitter Oranges,Gum;Flower;Fruit;Leaf;Root,Juice;Oil;Essence;Tea;Syrup,Cold or catarrh;Fever;Wounds or ulcers;Cough,Dose caution;Bleeding caution;Child-use caution,wellcome-kxejz6hv;wellcome-vcp6d7za;nlm-0217316;nlm-2544043R;nlm-2544042R,term-bitter-orange-0b01d6a307#bitter orange
seed-wild-valerian,Wild Valerian,wild valerian,medicinal-herb,manual-curator-promoted-specific-family,123,118,83,118,83,1,nlm-digital-collections;wellcome-collection,botany;domestic-medicine;herbal;materia-medica;pharmacopoeia,Wild Valerian,Root;Leaf;Seed;Bark;Gum,Powder;Gargle;Oil;Tincture;Infusion,Cold or catarrh;Epilepsy or convulsions;Diarrhoea or looseness;Vomiting or nausea;Dysentery,Narcotic or sedative caution;Dose caution;Bleeding caution;Child-use caution;Pregnancy caution,wellcome-tbt9dxgq;wellcome-m7ynte5e;wellcome-hqjgqauu;wellcome-b4n9x8yx;wellcome-hhhxg64u,term-wild-valerian-c88f44ade4#wild valerian
seed-yarrow,Yarrow,yarrow,medicinal-herb,manual-curator-promoted-specific-family,107,102,52,102,52,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;domestic-medicine;herbal;household-health;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Yarrow;Yarrow Herb,Root;Leaf;Flower;Bark;Seed,Tea;Decoction;Bath;Juice;Powder,Cold or catarrh;Wounds or ulcers;Fever;Rheumatism;Inflammation,Dose caution;Narcotic or sedative caution;Bleeding caution;Child-use caution;Fatal-risk warning,wellcome-uxdk9z56;wellcome-vstpu4mt;wellcome-jksmvzyw;wellcome-ajcphwk7;wellcome-gsucg5br,term-yarrow-efd764d832#yarrow
seed-wild-indigo,Wild Indigo,wild indigo,medicinal-herb,manual-curator-promoted-specific-family,86,82,41,82,41,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing;pharmacopoeia,Wild Indigo,Root;Bark;Leaf;Flower;Gum,Poultice;Decoction;Tea;Tincture;Powder,Wounds or ulcers;Inflammation;Cold or catarrh;Dysentery;Diarrhoea or looseness,Dose caution;Child-use caution;Narcotic or sedative caution;Fatal-risk warning;Allergy or sensitivity caution,nlm-8004761;nlm-63580630R;nlm-63570990R;nlm-0140313;nlm-61660590R,term-wild-indigo-bf57ab579d#wild indigo
seed-wild-lettuce,Wild Lettuce,wild lettuce,medicinal-herb,manual-curator-promoted-specific-family,81,81,40,81,40,1,nlm-digital-collections;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing;pharmacopoeia,Wild Lettuce,Root;Berry;Flower;Leaf;Bark,Tea;Juice;Syrup;Tincture;Extract,Wounds or ulcers;Cold or catarrh;Inflammation;Dropsy;Cholera,Narcotic or sedative caution;Dose caution;Child-use caution;Allergy or sensitivity caution,nlm-9435910;wellcome-mv32s6ry;wellcome-q59tmjuk;nlm-7704741;nlm-61650830R,term-wild-lettuce-305ad55c26#wild lettuce
seed-blue-cohosh,Blue Cohosh,blue cohosh,medicinal-herb,manual-curator-promoted-specific-family,76,69,28,69,28,1,nlm-digital-collections;wellcome-collection,botanic-medicine;botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing;pharmacopoeia,Blue Cohosh,Root;Bark;Berry;Flower;Leaf,Tincture;Tea;Powder;Extract;Decoction,Fever;Cold or catarrh;Colic;Epilepsy or convulsions;Rheumatism,Dose caution;Child-use caution;Narcotic or sedative caution;Pregnancy caution;Abortifacient warning,wellcome-jamxx58n;nlm-63580630R;nlm-61660590R;wellcome-f9769f9b;wellcome-aw843fyz,term-blue-cohosh-eb9d962529#blue cohosh
seed-prune,Prune,prune,medicinal-herb,curated-high-confidence-seed-term,9,9,8,9,8,2,nlm-digital-collections;wellcome-collection,dietetics;domestic-medicine;herbal;hygiene;materia-medica;pharmacopoeia;public-health,Prune;Prune-,Fruit;Berry;Flower;Gum;Root,Juice;Infusion;Tea;Essence;Extract,Fever;Cold or catarrh;Asthma;Consumption;Diarrhoea or looseness,Child-use caution;Dose caution;Fatal-risk warning;Pregnancy caution,nlm-63580630R;nlm-101515274;wellcome-vap2a7m4;wellcome-zeubyvsm;wellcome-jt4unq8f,term-prune-207a08ebc5#prune
