rank,frontier_score,frontier_stage,family_id,family_label,canonical_work_id,family_work_count,family_chunked_count,family_discovered_count,family_failed_count,family_collection_ids,family_jurisdiction_lanes,family_topic_family,candidate_work_id,candidate_title,candidate_collection_id,candidate_jurisdiction_lane,candidate_creator,candidate_publication_year,candidate_ingest_status,candidate_member_role,candidate_volume_like,candidate_series_title_key,candidate_creator_title_key,candidate_priority_score,candidate_title_penalty,candidate_topic_score,candidate_archive_series_count,candidate_archive_creator_series_count,candidate_archive_series_penalty,candidate_archive_creator_series_penalty,rationale
681,1286,uncovered_family,family-pharmacopoea-danica-1907-unknown-9db72ee935,"Pharmacopoea Danica, 1907",wellcome-xh7pzkr9,1,0,1,0,wellcome-collection,UK,materia-medica;pharmacopoeia,wellcome-xh7pzkr9,"Pharmacopoea Danica, 1907 : udgiven med allerhøjeste bemyndigelse.",wellcome-collection,UK,,1907,discovered,canonical,no,pharmacopoea danica 1907,unknown::pharmacopoea danica 1907,292,180,56,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica;pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
682,1283,uncovered_family,family-pharmacopoeia-hippiatrica-bartlet-j1-dc68f3acc7,Pharmacopoeia hippiatrica,nlm-100911216,1,0,1,0,nlm-digital-collections,US,pharmacopoeia,nlm-100911216,"Pharmacopoeia hippiatrica : or, The gentleman farrier's repository of elegant and approved remedies for the diseases of horses : in two books, containing, I. the surgical : II. the medical part of practical farriery : with suitable remarks on the whole",nlm-digital-collections,US,"Bartlet, J. (John), 1716?-1772.",,discovered,canonical,no,pharmacopoeia hippiatrica,bartlet j 1716 1772::pharmacopoeia hippiatrica,317,144,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: nlm-digital-collections; canonical candidate
683,1283,uncovered_family,family-clinical-guide-or-a-concise-view-of-the-leading--effc6e5f3f,"The clinical guide [ ], or a concise view of the leading facts, on the history, nature, and treatment of the various diseases that form the subject of midwifery ... To which is added an obstetrical pharmacopoeia",wellcome-r42hzh8k,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-r42hzh8k,"The clinical guide [part III], or a concise view of the leading facts, on the history, nature, and treatment of the various diseases that form the subject of midwifery ... To which is added an obstetrical pharmacopoeia / [William Nisbet].",wellcome-collection,UK,,1800,discovered,canonical,yes,clinical guide,unknown::clinical guide,317,0,28,2,2,112,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
684,1283,uncovered_family,family-clinical-guide-or-a-concise-view-of-leading-fact-a02353265c,"The clinical guide [ ]; or, a concise view of leading facts on the history, nature, and treatment, of the state and diseases of infancy and childhood. With an appropriate pharmacopoeia ... To which is subjoined, an introduction to nosology; or, a view of the most approved nosological systems, particularly that of the late Dr. Cullen",wellcome-gmbs3u5u,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-gmbs3u5u,"The clinical guide [part IV]; or, a concise view of leading facts on the history, nature, and treatment, of the state and diseases of infancy and childhood. With an appropriate pharmacopoeia ... To which is subjoined, an introduction to nosology; or, a view of the most approved nosological systems, particularly that of the late Dr. Cullen / [William Nisbet].",wellcome-collection,UK,,1800,discovered,canonical,yes,clinical guide,unknown::clinical guide,317,0,28,2,2,112,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
685,1279,uncovered_family,family-anleitung-zur-kenntniss-sammtlicher-in-der-pharm-af33e6a6b1,Anleitung zur Kenntniss sammtlicher in der Pharmacopoea Borussica aufgefuhrten officinellen Gewachse nach naturlichen Familien,wellcome-emvgzn5w,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-emvgzn5w,Anleitung zur Kenntniss sämmtlicher in der Pharmacopoea Borussica aufgeführten officinellen Gewächse nach natürlichen Familien / von Karl Sigismund Kunth.,wellcome-collection,UK,,1834,discovered,canonical,no,anleitung zur kenntniss sammtlicher in der pharmacopoea borussica aufgefuhrten officinellen gewachse nach naturlichen familien,unknown::anleitung zur kenntniss sammtlicher in der pharmacopoea borussica aufgefuhrten officinellen gewachse nach naturlichen familien,323,146,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
686,1279,uncovered_family,family-prescribers-pharmacopoeia-containing-all-the-med-0dcc19ef7b,"The prescriber's pharmacopoeia: containing all the medicines in the London Pharmacopoeia, arranged in classes according to their action, with their composition and doses",wellcome-vqaqnbxs,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-vqaqnbxs,"The prescriber's pharmacopoeia: containing all the medicines in the London Pharmacopoeia, arranged in classes according to their action, with their composition and doses / By a practising physician.",wellcome-collection,UK,,1843,discovered,canonical,no,prescribers pharmacopoeia,unknown::prescribers pharmacopoeia,313,0,28,5,5,160,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
687,1275,uncovered_family,family-prescribers-pharmacopoeia-unknown-9546c2a094,The prescriber's pharmacopoeia,wellcome-mr7ww54d,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-mr7ww54d,"The prescriber's pharmacopoeia : containing all the medicines in the new London pharmacopoeia of 1851, arranged in classes according to their action, with their composition and doses / by a practising physician.",wellcome-collection,UK,,1851,discovered,canonical,no,prescribers pharmacopoeia,unknown::prescribers pharmacopoeia,309,0,28,5,5,160,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
688,1273,uncovered_family,family-lehrbuch-der-arzneimittellehre-unknown-55336d71df,Lehrbuch der Arzneimittellehre,wellcome-buw659nx,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-buw659nx,Lehrbuch der Arzneimittellehre : mit gleichmässiger Berücksichtigung der österreichischen und deutschen Pharmacopoe / bearbeitet von W. Bernatzik und A.E. Vogl.,wellcome-collection,UK,,1886,discovered,canonical,no,lehrbuch der arzneimittellehre,unknown::lehrbuch der arzneimittellehre,299,166,18,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
689,1273,uncovered_family,family-clinical-guide-or-a-concise-view-of-the-leading--2b4e656873,"The clinical guide [ ]; or, a concise view of the leading facts, on the history, nature, and treatment of such local diseases as form the object of surgery",wellcome-xwnz3hky,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-xwnz3hky,"The clinical guide [part II]; or, a concise view of the leading facts, on the history, nature, and treatment of such local diseases as form the object of surgery / To which is subjoined, a surgical pharmacopoeia.",wellcome-collection,UK,,1800,discovered,canonical,yes,clinical guide,unknown::clinical guide,317,0,28,2,2,112,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
690,1271,uncovered_family,family-pharmacopoeia-unknown-5b50158b88,A pharmacopoeia,wellcome-pxfze425,1,0,1,0,wellcome-collection,UK,materia-medica;pharmacopoeia,wellcome-pxfze425,A pharmacopœia : including the outlines of materia medica and therapeutics for the use of practitioners and students of veterinary medicine / by the late Richard V. Tuson.,wellcome-collection,UK,,1895,discovered,canonical,no,pharmacopoeia,unknown::pharmacopoeia,267,120,70,1,1,96,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica;pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
691,1268,uncovered_family,family-english-physician-enlarged-unknown-ae7a571bce,The English Physician enlarged,wellcome-tucwsg62,1,0,1,0,wellcome-collection,UK,herbal,wellcome-tucwsg62,"The English Physician enlarged : with three hundred and sixty-nine medicines, made of English herbs, that were not in any impression until this. Being an astrologo-physical discourse of the vulgar herbs of this nation; containing a compleat method of physick ... / By Nich: Culpepper, Gent. Student in Physick and Astrology.",wellcome-collection,UK,,1760,discovered,canonical,no,english physician enlarged,unknown::english physician enlarged,235,132,95,3,3,128,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: herbal; recommended lane: wellcome-collection; canonical candidate
692,1268,uncovered_family,family-english-physician-enlarged-unknown-6de7b82874,The English physician enlarged ...,wellcome-y3wtehtn,1,0,1,0,wellcome-collection,UK,herbal,wellcome-y3wtehtn,The English physician enlarged ...,wellcome-collection,UK,,1801,discovered,canonical,no,english physician enlarged,unknown::english physician enlarged,235,132,95,3,3,128,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: herbal; recommended lane: wellcome-collection; canonical candidate
693,1263,uncovered_family,family-pharmacopoea-austriaca-unknown-e5e546a1fe,Pharmacopoea austriaca.,wellcome-f4nj5he9,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-f4nj5he9,Pharmacopoea austriaca.,wellcome-collection,UK,,1821,discovered,canonical,no,pharmacopoea austriaca,unknown::pharmacopoea austriaca,289,180,18,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
694,1263,uncovered_family,family-pharmacopoea-belgica-unknown-134052f133,Pharmacopoea Belgica.,wellcome-nse4uvbh,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-nse4uvbh,Pharmacopoea Belgica.,wellcome-collection,UK,,1823,discovered,canonical,no,pharmacopoea belgica,unknown::pharmacopoea belgica,289,180,18,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
695,1263,uncovered_family,family-pharmacopoea-borussica-unknown-84a3507a8c,Pharmacopoea Borussica.,wellcome-rd9haaa8,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-rd9haaa8,Pharmacopoea Borussica.,wellcome-collection,UK,,1827,discovered,canonical,no,pharmacopoea borussica,unknown::pharmacopoea borussica,289,180,18,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
696,1259,uncovered_family,family-pharmacopoea-germanica-unknown-9192ebe48d,Pharmacopoea germanica.,wellcome-x4r877te,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-x4r877te,Pharmacopoea germanica.,wellcome-collection,UK,,1872,discovered,canonical,no,pharmacopoea germanica,unknown::pharmacopoea germanica,285,180,18,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
697,1259,uncovered_family,family-pharmacopoea-helvetica-unknown-f460882d53,Pharmacopoea Helvetica.,wellcome-zpcpa79q,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-zpcpa79q,Pharmacopoea Helvetica.,wellcome-collection,UK,,1865,discovered,canonical,no,pharmacopoea helvetica,unknown::pharmacopoea helvetica,285,180,18,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
698,1259,uncovered_family,family-pharmacopoea-neerlandica-unknown-7bb845e466,Pharmacopoea Neerlandica.,wellcome-bmw265uh,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-bmw265uh,Pharmacopoea Neerlandica.,wellcome-collection,UK,,1851,discovered,canonical,no,pharmacopoea neerlandica,unknown::pharmacopoea neerlandica,285,180,18,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
699,1259,uncovered_family,family-pharmacopoeia-in-usum-nosocomii-londinensis-sanc-fdd2f90b0c,Pharmacopoeia in usum Nosocomii Londinensis Sancti Thomae.,wellcome-apptpkwt,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-apptpkwt,Pharmacopoeia in usum Nosocomii Londinensis Sancti Thomae.,wellcome-collection,UK,,1800,discovered,canonical,no,pharmacopoeia in usum nosocomii londinensis sancti thomae,unknown::pharmacopoeia in usum nosocomii londinensis sancti thomae,293,180,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
700,1255,uncovered_family,family-commentar-zur-siebenten-ausgabe-der-osterreichis-b4364a69e1,Commentar zur siebenten Ausgabe der osterreichischen Pharmacopoe,wellcome-qef7dmvq,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-qef7dmvq,"Commentar zur siebenten Ausgabe der österreichischen Pharmacopoe : ein Handbuch für Apotheker, Sanitatsbeamte und Aerzte / bearbeitet  von Fr. C. Schneider und Aug. Vogl.",wellcome-collection,UK,,1890,discovered,canonical,no,commentar zur siebenten ausgabe der osterreichischen pharmacopoe,unknown::commentar zur siebenten ausgabe der osterreichischen pharmacopoe,299,166,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
701,1255,uncovered_family,family-handbuch-der-allgemeinen-und-speciellen-arzneive-9e1eca00cd,Handbuch der allgemeinen und speciellen Arzneiverordnungs-lehre,wellcome-qb3vuq2j,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-qb3vuq2j,"Handbuch der allgemeinen und speciellen Arzneiverordnungs-lehre : mit besonderer Berücksichtigung der neuesten Arzneimittel, sowie der siebenten Ausgabe der Preussischen, der fünften der Oesterreichischen und der neusten Bearbeitungen der Bayerischen und Hannoverschen Pharmakopöe / bearbeitet von Louis Posner und Carl Eduard Simon.",wellcome-collection,UK,,1864,discovered,canonical,no,handbuch der allgemeinen und speciellen arzneiverordnungs lehre,unknown::handbuch der allgemeinen und speciellen arzneiverordnungs lehre,299,166,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
702,1255,uncovered_family,family-pharmacopoeia-in-usum-nosocomii-a-thoma-guy-armi-9e2e9f7b85,"Pharmacopoeia in usum nosocomii a Thoma Guy, armigero, proprio sumptu ante obitum fundati, et maxima ex parte conditi.",wellcome-b5h32hgt,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-b5h32hgt,"Pharmacopoeia in usum nosocomii a Thoma Guy, armigero, proprio sumptu ante obitum fundati, et maxima ex parte conditi.",wellcome-collection,UK,,1851,discovered,canonical,no,pharmacopoeia in usum nosocomii a thoma guy armigero proprio sumptu ante obitum fundati et maxima ex parte conditi,unknown::pharmacopoeia in usum nosocomii a thoma guy armigero proprio sumptu ante obitum fundati et maxima ex parte conditi,289,180,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
703,1254,uncovered_family,family-guide-to-health-unknown-71d9829454,A guide to health,wellcome-ncwvkvwm,1,0,1,0,wellcome-collection,UK,domestic-medicine,wellcome-ncwvkvwm,"A guide to health : designed for families and others : containing a short and concise mode of treatment for most forms of disease to which man is liable, with sanative agents : together with those to which women and children are particularly liable / by James J. Davis.",wellcome-collection,UK,,1868,discovered,canonical,yes,guide to health,unknown::guide to health,226,0,90,9,4,220,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: wellcome-collection; canonical candidate
704,1252,uncovered_family,family-english-physician-enlarged-with-three-hundred-an-314e696bbe,"The English physician enlarged. With three hundred and sixty-nine medicines, made of English herbs, that were not in any impression until this",wellcome-rbxqrzkm,1,0,1,0,wellcome-collection,UK,herbal,wellcome-rbxqrzkm,"The English physician enlarged. With three hundred and sixty-nine medicines, made of English herbs, that were not in any impression until this : being an astrologo-physical discourse of the vulgar herbs of this nation ... / by Nich. Culpepper.",wellcome-collection,UK,,1785,discovered,canonical,no,english physician enlarged with three hundred and sixty nine medicines made of english herbs that were not in any impression until this,unknown::english physician enlarged with three hundred and sixty nine medicines made of english herbs that were not in any impression until this,219,132,95,4,4,144,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: herbal; recommended lane: wellcome-collection; canonical candidate
705,1249,uncovered_family,family-pharmacopoeia-edinburgensis-unknown-7aedced24a,Pharmacopoeia Edinburgensis,wellcome-dqvbqcwz,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-dqvbqcwz,Pharmacopoeia Edinburgensis / Additamentis aucta ab Ern. Godofr. Baldinger.,wellcome-collection,UK,,1776,discovered,canonical,no,pharmacopoeia edinburgensis,unknown::pharmacopoeia edinburgensis,265,112,28,1,1,96,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
706,1245,uncovered_family,family-pharmacopoea-austriaco-provincialis-emendata-unk-05a2b36f7a,Pharmacopoea Austriaco-provincialis emendata.,wellcome-rhvp7nea,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-rhvp7nea,Pharmacopoea Austriaco-provincialis emendata.,wellcome-collection,UK,,1794,discovered,canonical,no,pharmacopoea austriaco provincialis emendata,unknown::pharmacopoea austriaco provincialis emendata,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
707,1245,uncovered_family,family-pharmacopoea-badensis-unknown-440b199e09,Pharmacopoea Badensis.,wellcome-kew6khn7,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-kew6khn7,Pharmacopoea Badensis.,wellcome-collection,UK,,1841,discovered,canonical,no,pharmacopoea badensis,unknown::pharmacopoea badensis,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
708,1245,uncovered_family,family-pharmacopoea-bavarica-jussu-regio-edita-unknown-fa0a52230d,"Pharmacopoea Bavarica, jussu regio edita.",wellcome-frccvbhf,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-frccvbhf,"Pharmacopoea Bavarica, jussu regio edita.",wellcome-collection,UK,,1822,discovered,canonical,no,pharmacopoea bavarica jussu regio edita,unknown::pharmacopoea bavarica jussu regio edita,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
709,1245,uncovered_family,family-pharmacopoea-borussica-oder-preussische-pharmaco-2f261b22fc,"Pharmacopoea Borussica, oder, Preussische Pharmacopoe",wellcome-syp5uu9r,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-syp5uu9r,"Pharmacopoea Borussica, oder, Preussische Pharmacopoé / aus dem Lateinschen übersetzt und mit Anmerkungen und Zusätzen begleitet von Carl Wilhelm Juch.",wellcome-collection,UK,,1805,discovered,canonical,no,pharmacopoea borussica oder preussische pharmacopoe,unknown::pharmacopoea borussica oder preussische pharmacopoe,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
710,1245,uncovered_family,family-pharmacopoea-danica-unknown-205f188c18,"Pharmacopoea danica,",wellcome-skkry7y3,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-skkry7y3,"Pharmacopoea danica, : regia autoritate a collegio sanitatis regio medico-chirurgico Hafniensi conscripta.",wellcome-collection,UK,,1805,discovered,canonical,no,pharmacopoea danica,unknown::pharmacopoea danica,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
711,1245,uncovered_family,family-pharmacopoea-generalis-unknown-c2c756bec5,Pharmacopoea generalis,wellcome-mwj86mth,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-mwj86mth,Pharmacopoea generalis / edita a Jacobo Reinboldo Spielmann.,wellcome-collection,UK,,1783,discovered,canonical,no,pharmacopoea generalis,unknown::pharmacopoea generalis,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
712,1245,uncovered_family,family-pharmacopoea-genevensis-ad-usum-nosocomiorum-unk-41ad0b76cf,Pharmacopoea Genevensis ad usum nosocomiorum,wellcome-rqtup9ux,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-rqtup9ux,"Pharmacopoea Genevensis ad usum nosocomiorum / auctoribus Daniele de la Roche, Ludovico Odier, Carolo-Gulielmo Dunant.",wellcome-collection,UK,,1780,discovered,canonical,no,pharmacopoea genevensis ad usum nosocomiorum,unknown::pharmacopoea genevensis ad usum nosocomiorum,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
713,1245,uncovered_family,family-pharmacopoea-hispana-regis-jvssv-et-impensa-unkn-bd8289ab0c,Pharmacopoea Hispana ... Regis jvssv et impensa.,wellcome-yyg4x4m6,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-yyg4x4m6,Pharmacopoea Hispana ... Regis jvssv et impensa.,wellcome-collection,UK,,1794,discovered,canonical,no,pharmacopoea hispana regis jvssv et impensa,unknown::pharmacopoea hispana regis jvssv et impensa,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
714,1245,uncovered_family,family-pharmacopoea-hispana-unknown-d968f2f13d,Pharmacopoea Hispana.,wellcome-adz8hgpf,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-adz8hgpf,Pharmacopoea Hispana.,wellcome-collection,UK,,1803,discovered,canonical,no,pharmacopoea hispana,unknown::pharmacopoea hispana,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
715,1245,uncovered_family,family-pharmacopoea-slesvico-holsatica-unknown-ed2bc6077a,Pharmacopoea Slesvico-Holsatica,wellcome-dxemxk7w,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-dxemxk7w,Pharmacopoea Slesvico-Holsatica / regia auctoritate et sub auspiciis Collegii Regii Sanitatis Slesvico-Holsatici ed. a C. H. Pfaff.,wellcome-collection,UK,,1831,discovered,canonical,no,pharmacopoea slesvico holsatica,unknown::pharmacopoea slesvico holsatica,289,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
716,1241,uncovered_family,family-commentar-zur-preussischen-pharmacopoe-unknown-c509c172e6,Commentar zur Preussischen Pharmacopoe,wellcome-mtm2uwnj,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-mtm2uwnj,Commentar zur Preussischen Pharmacopoe : nebst übersetzung des Textes : nach der siebenten  Auflage der Pharmacopoea Borussica / bearbeitet von Friedrich Mohr.,wellcome-collection,UK,,1865,discovered,canonical,no,commentar zur preussischen pharmacopoe,unknown::commentar zur preussischen pharmacopoe,285,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
717,1241,uncovered_family,family-pharmacopoea-germaniae-unknown-ed8cef29d7,Pharmacopoea germaniae.,wellcome-bvzuk8yp,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-bvzuk8yp,Pharmacopoea germaniae.,wellcome-collection,UK,,1865,discovered,canonical,no,pharmacopoea germaniae,unknown::pharmacopoea germaniae,285,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
718,1241,uncovered_family,family-pharmacopoea-japonica-unknown-1653a59035,Pharmacopoea Japonica.,wellcome-kvggu9um,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-kvggu9um,Pharmacopoea Japonica.,wellcome-collection,UK,,1891,discovered,canonical,no,pharmacopoea japonica,unknown::pharmacopoea japonica,285,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
719,1241,uncovered_family,family-pharmacopoea-nederlandica-unknown-905814c85e,Pharmacopoea nederlandica.,wellcome-hb77q4gy,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-hb77q4gy,Pharmacopoea nederlandica.,wellcome-collection,UK,,1889,discovered,canonical,no,pharmacopoea nederlandica,unknown::pharmacopoea nederlandica,285,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
720,1241,uncovered_family,family-pharmacopoea-norvegica-unknown-320d7ffe6c,Pharmacopoea Norvegica.,wellcome-ucuqmpw9,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-ucuqmpw9,Pharmacopoea Norvegica.,wellcome-collection,UK,,1854,discovered,canonical,no,pharmacopoea norvegica,unknown::pharmacopoea norvegica,285,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
721,1241,uncovered_family,family-pharmacopoea-recentiores-anglica-gallica-germani-d09246b02a,"Pharmacopoea recentiores Anglica, Gallica, Germaniae, Helvetica, Russiae inter se collatae",wellcome-nqv27mpg,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-nqv27mpg,"Pharmacopoea recentiores Anglica, Gallica, Germaniae, Helvetica, Russiae inter se collatae / Hermann Hager.",wellcome-collection,UK,,1869,discovered,canonical,no,pharmacopoea recentiores anglica gallica germaniae helvetica russiae inter se collatae,unknown::pharmacopoea recentiores anglica gallica germaniae helvetica russiae inter se collatae,285,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
722,1241,uncovered_family,family-pharmacopoea-svecica-unknown-5f322780e1,Pharmacopoea svecica.,wellcome-e46k4zmq,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-e46k4zmq,Pharmacopoea svecica.,wellcome-collection,UK,,1879,discovered,canonical,no,pharmacopoea svecica,unknown::pharmacopoea svecica,285,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
723,1241,uncovered_family,family-practische-anleitung-zur-chemischen-prufung-der--525b7b271d,Practische Anleitung zur chemischen Prufung der in der Pharmacopoea Germanica enthaltenen Arzneistoffe und chemisch-pharmaceutischen Praeparate,wellcome-ecentwp9,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-ecentwp9,"Practische Anleitung zur chemischen Prüfung der in der Pharmacopoea Germanica enthaltenen Arzneistoffe und chemisch-pharmaceutischen Praeparate : eine methodischer Leitfaden für Aerzte, Apotheker, Arzneiwaarenhändler und Fabrikanten chemisch-pharmaceutischer Praeparate, sowie zum Gebrauche bei Apotheken-Visitationen / bearbeitet von Friedrich Christoph Schmid und Friedrich Wolfrum.",wellcome-collection,UK,,1873,discovered,canonical,no,practische anleitung zur chemischen prufung der in der pharmacopoea germanica enthaltenen arzneistoffe und chemisch pharmaceutischen praeparate,unknown::practische anleitung zur chemischen prufung der in der pharmacopoea germanica enthaltenen arzneistoffe und chemisch pharmaceutischen praeparate,285,180,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
